,val_loss,loss
0,223.42675482058058,1681.9826841448794
1,316.64046642827054,1158.706642981803
2,487.2090980679381,897.5106412679842
3,548.1753719554227,710.7551626073251
4,604.2422234030331,607.7931911355198
